Date,Time,Actual,Predicted
2024-03-03,21:33:00,9.18,9.828904
2024-02-03,06:13:00,265.596,2790.3843
2024-03-06,17:03:00,0.653,108.56065
2024-03-02,22:51:00,10.257,10.533681
2024-04-03,19:04:00,0.013,10.606842
2024-03-02,22:13:00,10.103,9.783953
2024-04-04,22:26:00,10.377,9.0810585
2024-04-03,23:12:00,0.5,1.357065
2024-03-06,23:04:00,15.383,14.371353
2024-03-06,23:45:00,0.063,11.088193
2024-04-06,22:07:00,19.98,42.009407
2024-05-01,11:58:00,913.603,338.75272
2024-04-06,00:18:00,0.034,0.7027274
2024-03-04,21:11:00,0.313,10.5481825
2024-06-05,22:52:00,33.42,56.910847
2024-03-05,12:09:00,27.307,331.35873
2024-02-02,10:30:00,1431.347,1086.2122
2024-07-05,11:18:00,1389.6700000000003,219.82101
2024-06-06,17:11:00,360.507,167.58528
2024-03-04,19:19:00,21.193,23.67425
2024-04-06,23:34:00,10.503,16.83572
2024-02-04,21:26:00,12.603000000000002,42.77111
2024-06-07,10:07:00,19.804,164.64906
2024-03-06,16:00:00,139.706,8.055289
2024-04-05,13:39:00,250.22,163.52759
2024-03-04,21:01:00,10.137,12.258648
2024-07-07,14:13:00,8.387,75.77723
2024-04-07,00:36:00,10.036,0.48850605
2024-04-03,20:06:00,10.954,20.972641
2024-03-07,00:33:00,19.184,4.078173
2024-04-02,22:21:00,10.8,22.274837
2024-03-05,23:22:00,9.983,8.508852
2024-04-04,18:41:00,90.657,42.908024
2024-06-04,21:37:00,0.22,62.819653
2024-04-03,20:07:00,19.864,33.2765
2024-03-03,18:10:00,3.186,52.112473
2024-06-07,10:31:00,40.823,158.21298
2024-03-06,22:55:00,0.483,21.91841
2024-03-04,21:41:00,9.896,9.366447
2024-02-03,22:36:00,10.173,37.134373
2024-03-04,21:16:00,17.093,11.175311
2024-03-06,20:51:00,8.473,38.169895
2024-04-02,19:55:00,20.29,72.61689
2024-03-03,22:27:00,9.997,6.1293397
2024-06-07,18:01:00,48.876000000000005,107.634186
2024-02-07,21:36:00,48.704,227.94476
2024-04-04,00:09:00,5.127,28.402859
2024-03-03,22:10:00,0.094,9.010699
